Año,Trimestre,Provincia,ADSL,Cablemodem,Fibra óptica,Wireless,Otros accesos,Total accesos,Mbps (Media de bajada),Accesos por cada 100 hogares,HASTA 512 kbps,+ 512 Kbps - 1 Mbps,+ 1 Mbps - 6 Mbps,+ 6 Mbps - 10 Mbps,+ 10 Mbps - 20 Mbps,+ 20 Mbps - 30 Mbps,+ 30 Mbps,Otras velocidades,Total velocidades
2020,2,Tucumán,150084.0,9833.0,55120.0,1.357,762.0,217156.0,32.7,51.78,52.0,97.0,49028.0,54.537,34.184,2.246,74377.0,2.635,217156.0
2020,3,Buenos Aires,653930.0,2384557.0,749087.0,94.162,55.541,3937277.0,48.38,67.66,37.542,31.514,1113823.0,234.71,219.772,194.248,2085815.0,19.853,3937277.0
2020,3,Capital Federal,170375.0,1129573.0,39417.0,3.936,29.374,1372675.0,63.81,107.68,264.0,312.0,162222.0,85.083,68.753,78.028,977766.0,247.0,1372675.0
2020,3,Catamarca,26868.0,3690.0,16857.0,261.0,2.228,49904.0,36.54,47.16,63.0,0.0,8276.0,8.768,11.195,562.0,18886.0,2.154,49904.0
2020,3,Chaco,45745.0,58825.0,20675.0,6.706,2.003,133954.0,30.8,41.54,308.0,112.0,24675.0,21.639,27.546,13.751,38729.0,7.194,133954.0
2020,3,Chubut,45761.0,39386.0,2897.0,23.216,18.767,130027.0,7.4,68.34,158.0,109.0,87559.0,22.114,12.217,2.818,1110.0,3.942,130027.0
2020,3,Corrientes,50858.0,58681.0,2960.0,5.513,5.379,123391.0,23.85,41.75,72.0,527.0,35190.0,23.315,25.308,8.615,25344.0,5.02,123391.0
2020,3,Córdoba,276360.0,430771.0,102217.0,48.368,9.756,867472.0,33.51,75.22,168.0,3.064,218599.0,124.833,84.236,63.823,361021.0,11.728,867472.0
2020,3,Entre Ríos,87892.0,106950.0,13954.0,20.379,12.32,241495.0,22.43,58.19,130.0,2.911,66648.0,51.478,40.797,14.377,49395.0,15.759,241495.0
2020,3,Formosa,21790.0,10003.0,2000.0,15.023,393.0,49209.0,18.28,31.91,391.0,151.0,23163.0,7.432,7.125,991.0,8219.0,1.737,49209.0
2020,3,Jujuy,32611.0,57682.0,11112.0,952.0,4.371,106728.0,21.91,54.04,55.0,182.0,32131.0,10.566,45.198,293.0,15238.0,3.065,106728.0
2020,3,La Pampa,9015.0,56845.0,14677.0,11.893,1.305,93735.0,10.7,79.26,293.0,810.0,66695.0,7.82,5.577,2.189,6322.0,4.029,93735.0
2020,3,La Rioja,17346.0,34984.0,1.0,250.0,35.0,52616.0,12.19,50.12,21.0,1.0,37105.0,5.955,4.66,124.0,4748.0,2.0,52616.0
2020,3,Mendoza,91908.0,64672.0,32817.0,17.523,868.0,207788.0,10.19,37.35,58.0,40.0,141404.0,12.123,42.433,3.448,8237.0,45.0,207788.0
2020,3,Misiones,50195.0,77989.0,2572.0,3.445,8.985,143186.0,24.14,41.6,71.0,524.0,39005.0,24.215,25.942,13.663,30987.0,8.779,143186.0
2020,3,Neuquén,30222.0,70446.0,11043.0,16.787,737.0,129235.0,31.46,65.24,218.0,327.0,60463.0,6.561,5.975,5.449,49439.0,803.0,129235.0
2020,3,Río Negro,49530.0,40001.0,10381.0,13.187,18.368,131467.0,21.08,57.05,114.0,466.0,68986.0,3.769,7.096,3.455,28488.0,19.093,131467.0
2020,3,Salta,58216.0,84128.0,25445.0,5.764,7.293,180846.0,25.26,52.32,129.0,514.0,32780.0,64.736,15.99,7.928,43773.0,14.996,180846.0
2020,3,San Juan,40092.0,9223.0,5509.0,14.023,8.48,77327.0,6.03,38.79,48.0,194.0,65526.0,711.0,6.529,41.0,128.0,4.15,77327.0
2020,3,San Luis,8401.0,10077.0,6.0,61.828,36.253,116565.0,20.85,79.96,105.0,0.0,12199.0,3.351,2.666,61.319,8.0,36.917,116565.0
2020,3,Santa Cruz,12845.0,16098.0,1027.0,6.938,2.373,39281.0,6.65,35.95,66.0,0.0,26888.0,4.015,6.73,629.0,120.0,833.0,39281.0
2020,3,Santa Fe,295051.0,405807.0,45721.0,37.112,19.307,802998.0,25.69,72.12,568.0,1.241,213353.0,199.381,92.095,58.797,210562.0,27.001,802998.0
2020,3,Santiago Del Estero,26419.0,70720.0,555.0,4.185,3.613,105492.0,10.88,43.38,133.0,909.0,33287.0,57.418,4.658,292.0,3994.0,4.801,105492.0
2020,3,Tierra Del Fuego,12854.0,26491.0,0.0,0.0,310.0,39655.0,8.51,76.81,11.0,0.0,22094.0,5.414,3.726,481.0,937.0,6.992,39655.0
2020,3,Tucumán,149605.0,11752.0,59949.0,1.808,762.0,223876.0,34.84,53.23,52.0,97.0,45913.0,54.61,33.126,3.246,84195.0,2.637,223876.0
2020,4,Buenos Aires,635651.0,2441248.0,804991.0,93.444,57.927,4033261.0,50.01,68.98,36.939,31.197,1109865.0,242.243,214.171,213.588,2176242.0,9.016,4033261.0
2020,4,Capital Federal,163060.0,1142528.0,39890.0,4.815,29.237,1379530.0,67.33,108.31,135.0,244.0,160210.0,78.123,60.208,80.269,1000073.0,268.0,1379530.0
2020,4,Catamarca,26870.0,5115.0,17856.0,322.0,2.233,52396.0,37.65,49.41,71.0,0.0,8843.0,8.74,11.436,591.0,20406.0,2.309,52396.0
2020,4,Chaco,44332.0,61200.0,23687.0,7.997,1.875,139091.0,32.45,43.03,301.0,112.0,24782.0,22.479,26.802,15.701,40949.0,7.965,139091.0
2020,4,Chubut,45703.0,39756.0,3040.0,23.363,18.712,130574.0,7.38,68.35,106.0,109.0,88157.0,21.824,12.046,2.818,1112.0,4.402,130574.0
2020,4,Corrientes,50102.0,61495.0,3146.0,5.626,5.29,125659.0,25.45,42.43,67.0,527.0,31900.0,26.321,25.687,9.383,26789.0,4.985,125659.0
2020,4,Córdoba,267396.0,439322.0,125620.0,52.827,17.536,902701.0,35.12,78.08,119.0,2.386,214963.0,135.262,82.221,70.013,384169.0,13.568,902701.0
2020,4,Entre Ríos,85683.0,113670.0,15653.0,20.206,12.169,247381.0,24.05,59.47,105.0,2.911,65659.0,53.556,40.755,16.6,53141.0,14.654,247381.0
2020,4,Formosa,21264.0,10789.0,2432.0,15.341,380.0,50206.0,19.7,32.49,56.0,0.0,23540.0,7.606,7.181,1.197,8946.0,1.68,50206.0
2020,4,Jujuy,32850.0,52815.0,15639.0,1.077,3.47,105851.0,25.21,53.46,49.0,182.0,23772.0,14.379,44.93,446.0,19282.0,2.811,105851.0
2020,4,La Pampa,9009.0,58945.0,15432.0,12.194,1.315,96895.0,9.88,81.77,298.0,554.0,70184.0,8.124,6.562,2.396,6257.0,2.52,96895.0
2020,4,La Rioja,17513.0,34984.0,1.0,250.0,30.0,52778.0,12.53,50.11,18.0,1.0,36906.0,6.06,4.633,181.0,4979.0,0.0,52778.0
2020,4,Mendoza,91842.0,68364.0,36083.0,18.331,833.0,215453.0,11.09,38.63,28.0,40.0,146312.0,11.172,40.396,3.378,11557.0,2.57,215453.0
2020,4,Misiones,49462.0,79855.0,6589.0,4.359,6.896,147161.0,24.96,42.64,51.0,524.0,39988.0,26.078,26.445,14.81,32264.0,7.001,147161.0
2020,4,Neuquén,30468.0,70614.0,13732.0,17.689,632.0,133135.0,33.91,67.0,116.0,327.0,56434.0,8.478,5.791,5.493,50776.0,5.72,133135.0
2020,4,Río Negro,48991.0,42022.0,17826.0,13.994,18.377,141210.0,21.64,61.09,125.0,466.0,70305.0,4.153,13.131,3.512,29372.0,20.146,141210.0
2020,4,Salta,56659.0,87817.0,30604.0,5.858,6.452,187390.0,25.32,54.04,109.0,514.0,41443.0,68.829,15.188,8.291,46697.0,6.319,187390.0
2020,4,San Juan,40072.0,7004.0,6599.0,10.468,8.453,72596.0,6.41,36.32,25.0,194.0,61316.0,740.0,5.126,332.0,275.0,4.588,72596.0
2020,4,San Luis,8417.0,11767.0,27.0,63.019,36.205,119435.0,21.25,81.68,58.0,0.0,14020.0,3.49,2.688,62.239,22.0,36.918,119435.0
2020,4,Santa Cruz,12347.0,19657.0,1041.0,4.659,2.97,40674.0,7.49,37.0,47.0,0.0,27173.0,4.382,6.634,1.033,647.0,758.0,40674.0
2020,4,Santa Fe,287271.0,414746.0,62692.0,38.712,17.392,820813.0,27.29,73.58,518.0,891.0,206372.0,203.793,94.246,65.145,226246.0,23.602,820813.0
2020,4,Santiago Del Estero,26812.0,70522.0,570.0,5.169,3.596,106669.0,11.28,43.75,123.0,909.0,34518.0,57.59,4.666,411.0,4520.0,3.932,106669.0
2020,4,Tierra Del Fuego,12853.0,26439.0,6.0,0.0,316.0,39614.0,8.49,76.27,17.0,0.0,21881.0,6.119,3.497,488.0,922.0,6.69,39614.0
2020,4,Tucumán,149322.0,11150.0,68043.0,1.834,740.0,231089.0,36.44,54.78,29.0,97.0,44095.0,54.334,32.155,4.105,93594.0,2.68,231089.0
2021,1,Buenos Aires,629679.0,2452056.0,821597.0,98.806,57.864,4060002.0,50.79,69.11,36.939,31.187,1108368.0,240.52,163.747,222.061,2246313.0,10.867,4060002.0
2021,1,Capital Federal,159805.0,1145093.0,39980.0,5.559,29.236,1379673.0,68.29,108.42,135.0,244.0,159662.0,76.753,56.457,83.255,1003041.0,126.0,1379673.0
2021,1,Catamarca,26316.0,4409.0,18688.0,322.0,2.233,51968.0,39.97,48.9,71.0,0.0,7423.0,8.455,10.115,712.0,22996.0,2.196,51968.0
2021,1,Chaco,43214.0,61251.0,25426.0,8.004,1.875,139770.0,33.63,43.14,301.0,112.0,24357.0,22.102,27.556,14.496,42462.0,8.384,139770.0
2021,1,Chubut,45501.0,40960.0,3444.0,23.723,18.712,132340.0,7.53,68.99,106.0,109.0,86986.0,21.401,15.392,2.844,1112.0,4.39,132340.0
2021,1,Corrientes,49160.0,62876.0,3337.0,5.949,5.303,126625.0,25.99,42.66,67.0,527.0,31544.0,26.223,26.169,9.001,27641.0,5.453,126625.0
2021,1,Córdoba,260350.0,444695.0,134634.0,54.137,17.065,910881.0,36.17,78.59,93.0,2.386,211799.0,135.092,74.659,71.984,402191.0,12.677,910881.0
2021,1,Entre Ríos,83688.0,118424.0,16846.0,20.836,12.169,251963.0,23.87,60.44,105.0,2.911,67255.0,56.06,42.432,15.774,54600.0,12.826,251963.0
2021,1,Formosa,20663.0,11412.0,2562.0,15.669,380.0,50686.0,20.98,32.73,56.0,0.0,22409.0,7.569,7.916,1.215,9579.0,1.942,50686.0
2021,1,Jujuy,32254.0,54324.0,17322.0,2.677,3.879,110456.0,26.78,55.63,49.0,175.0,23735.0,17.293,40.649,568.0,25609.0,2.378,110456.0
2021,1,La Pampa,8946.0,58711.0,15779.0,12.369,1.3,97105.0,10.73,81.78,298.0,554.0,68200.0,7.864,7.611,2.786,7368.0,2.424,97105.0
2021,1,La Rioja,17363.0,34984.0,1.0,250.0,30.0,52628.0,12.7,49.81,18.0,1.0,36749.0,5.968,4.604,215.0,5074.0,-1.0,52628.0
2021,1,Mendoza,91844.0,69295.0,38619.0,18.332,833.0,218923.0,12.6,39.15,28.0,40.0,134386.0,11.216,52.533,4.061,16615.0,44.0,218923.0
2021,1,Misiones,48292.0,82339.0,7064.0,4.796,6.896,149387.0,25.08,43.17,51.0,524.0,40949.0,25.503,27.101,14.05,32953.0,8.256,149387.0
2021,1,Neuquén,30223.0,70457.0,14171.0,17.752,632.0,133235.0,34.24,66.84,116.0,327.0,56171.0,8.443,5.903,5.677,50840.0,5.758,133235.0
2021,1,Río Negro,48777.0,42192.0,17828.0,13.994,18.377,141168.0,21.92,60.88,125.0,466.0,70011.0,4.187,13.045,3.642,29589.0,20.103,141168.0
2021,1,Salta,54768.0,89187.0,31498.0,5.669,6.452,187574.0,27.32,53.93,109.0,20.0,40785.0,68.149,9.164,8.139,54889.0,6.319,187574.0
2021,1,San Juan,40072.0,11589.0,6671.0,11.482,8.453,78267.0,6.91,39.06,25.0,194.0,60439.0,858.0,11.494,340.0,276.0,4.641,78267.0
2021,1,San Luis,8417.0,10678.0,28.0,63.826,36.205,119154.0,21.59,81.24,58.0,0.0,11889.0,2.926,4.429,62.913,22.0,36.917,119154.0
2021,1,Santa Cruz,12347.0,23089.0,5975.0,4.264,390.0,46065.0,7.5,41.65,50.0,0.0,30655.0,8.334,6.987,1.337,647.0,-1.945,46065.0
2021,1,Santa Fe,277012.0,421480.0,70976.0,39.14,17.519,826127.0,28.13,73.92,518.0,891.0,201632.0,204.458,91.846,65.476,236924.0,24.382,826127.0
2021,1,Santiago Del Estero,26468.0,75849.0,570.0,5.158,3.596,111641.0,11.58,45.67,123.0,909.0,33884.0,58.464,8.549,700.0,4868.0,4.144,111641.0
2021,1,Tierra Del Fuego,12853.0,27247.0,6.0,0.0,316.0,40422.0,8.73,77.35,17.0,0.0,21379.0,1.468,4.317,486.0,919.0,11.836,40422.0
2021,1,Tucumán,147199.0,12185.0,69954.0,1.834,740.0,231912.0,37.98,54.82,29.0,97.0,42810.0,53.416,25.255,4.188,103437.0,2.68,231912.0
2021,2,Buenos Aires,603255.0,2503830.0,854173.0,113.546,57.547,4132351.0,52.76,70.0,37.192,31.178,1096049.0,244.001,140.322,236.897,2337604.0,9.108,4132351.0
2021,2,Capital Federal,148989.0,1175097.0,41318.0,5.58,29.371,1400355.0,72.75,110.14,294.0,603.0,157558.0,73.568,43.859,86.655,1037752.0,66.0,1400355.0
2021,2,Catamarca,20305.0,9426.0,22331.0,1.449,2.233,55744.0,42.19,52.34,71.0,0.0,7219.0,9.091,6.828,4.941,25388.0,2.206,55744.0
2021,2,Chaco,39826.0,62948.0,27584.0,8.018,2.353,140729.0,37.4,43.33,301.0,112.0,23444.0,21.574,24.032,16.069,47239.0,7.958,140729.0
2021,2,Chubut,49271.0,41497.0,6081.0,23.682,18.706,139237.0,7.68,72.29,104.0,105.0,89639.0,22.605,16.604,3.896,1112.0,5.172,139237.0
2021,2,Corrientes,46648.0,67262.0,3731.0,6.557,5.303,129501.0,30.37,43.54,67.0,645.0,29419.0,27.037,24.524,10.059,32697.0,5.053,129501.0
2021,2,Córdoba,239780.0,467782.0,151855.0,55.944,15.519,930880.0,39.59,80.12,99.0,2.452,201757.0,136.516,66.95,70.824,442357.0,9.925,930880.0
2021,2,Entre Ríos,77836.0,124957.0,17856.0,23.786,13.197,257632.0,27.62,61.66,107.0,3.024,63518.0,55.349,39.468,18.484,61605.0,16.077,257632.0
2021,2,Formosa,19571.0,12509.0,3610.0,15.69,171.0,51551.0,23.97,33.23,381.0,0.0,22364.0,7.31,7.46,1.341,11077.0,1.618,51551.0
2021,2,Jujuy,24738.0,60800.0,19611.0,2.731,3.968,111848.0,25.81,56.18,48.0,175.0,24182.0,16.577,37.908,607.0,29950.0,2.401,111848.0
2021,2,La Pampa,9017.0,57014.0,17132.0,13.209,1.295,97667.0,12.28,82.08,298.0,554.0,64146.0,7.769,8.128,3.399,9311.0,4.062,97667.0
2021,2,La Rioja,11627.0,54255.0,9445.0,6.245,30.0,81602.0,38.53,76.98,18.0,1.0,5312.0,5.971,23.298,4.825,42158.0,19.0,81602.0
2021,2,Mendoza,91503.0,70834.0,44696.0,21.811,827.0,229671.0,13.47,40.97,36.0,31.0,137462.0,10.886,56.117,4.403,20686.0,50.0,229671.0
2021,2,Misiones,44960.0,87861.0,10376.0,5.317,7.662,156176.0,28.68,45.01,51.0,5.0,41643.0,25.907,25.811,16.172,38308.0,8.279,156176.0
2021,2,Neuquén,30083.0,72690.0,15619.0,19.218,640.0,138250.0,36.11,69.14,112.0,327.0,57713.0,8.631,5.871,5.943,54008.0,5.645,138250.0
2021,2,Río Negro,48189.0,43761.0,18727.0,15.031,18.376,144084.0,23.75,61.94,125.0,557.0,69356.0,3.663,15.019,3.867,31488.0,20.009,144084.0
2021,2,Salta,51396.0,96016.0,32050.0,5.724,6.453,191639.0,29.24,54.93,101.0,20.0,42543.0,67.012,7.099,9.654,58882.0,6.328,191639.0
2021,2,San Juan,40072.0,12369.0,6673.0,11.372,8.447,78933.0,6.99,39.28,18.0,333.0,59989.0,784.0,12.55,340.0,278.0,4.641,78933.0
2021,2,San Luis,8417.0,11308.0,28.0,66.86,36.205,122818.0,21.66,83.48,60.0,0.0,11752.0,2.703,5.418,65.946,22.0,36.917,122818.0
2021,2,Santa Cruz,12347.0,22967.0,6328.0,4.269,3.071,48982.0,7.63,44.01,50.0,0.0,30595.0,8.463,6.888,1.575,676.0,735.0,48982.0
2021,2,Santa Fe,256741.0,431915.0,90424.0,43.997,17.523,840600.0,30.7,75.07,467.0,896.0,202018.0,204.077,80.452,75.195,262124.0,15.371,840600.0
2021,2,Santiago Del Estero,20734.0,83770.0,909.0,5.081,3.596,114090.0,12.72,46.56,123.0,909.0,32034.0,62.224,10.359,811.0,6064.0,1.566,114090.0
2021,2,Tierra Del Fuego,12853.0,22504.0,6.0,14.0,316.0,35693.0,8.59,67.89,17.0,0.0,21335.0,6.913,4.58,476.0,889.0,1.483,35693.0
2021,2,Tucumán,110429.0,48359.0,71683.0,1.837,743.0,233051.0,40.31,54.93,32.0,97.0,40224.0,51.648,23.732,5.022,109616.0,2.68,233051.0
2021,3,Buenos Aires,585729.0,2595485.0,885613.0,120.228,64.554,4251609.0,56.26,71.68,37.193,31.149,1108940.0,248.153,141.383,192.797,2482266.0,9.728,4251609.0
2021,3,Capital Federal,142902.0,1192107.0,42966.0,6.059,29.371,1413405.0,77.71,111.27,295.0,603.0,156978.0,67.013,39.785,73.502,1075229.0,0.0,1413405.0
2021,3,Catamarca,18413.0,11709.0,22331.0,1.568,2.233,56254.0,43.43,52.71,71.0,0.0,6755.0,8.428,10.517,1.659,26618.0,2.206,56254.0
2021,3,Chaco,38258.0,63659.0,27583.0,8.018,2.353,139871.0,39.11,42.96,301.0,112.0,22545.0,20.986,23.852,14.412,49705.0,7.958,139871.0
2021,3,Chubut,49269.0,55794.0,8946.0,23.376,18.681,156066.0,8.18,80.71,104.0,105.0,89168.0,26.281,18.538,5.32,1643.0,14.907,156066.0
2021,3,Corrientes,44805.0,69403.0,7542.0,6.766,5.303,133819.0,32.17,44.9,67.0,645.0,29629.0,28.478,24.792,9.687,35468.0,5.053,133819.0
2021,3,Córdoba,229275.0,477223.0,167495.0,57.617,15.178,946788.0,41.93,81.28,99.0,2.452,204989.0,141.285,65.05,47.198,476459.0,9.256,946788.0
2021,3,Entre Ríos,74443.0,128752.0,20485.0,23.5,13.195,260375.0,29.6,62.18,107.0,3.024,61354.0,59.776,39.114,16.284,67961.0,12.755,260375.0
2021,3,Formosa,18093.0,14111.0,4730.0,15.69,171.0,52795.0,26.69,33.96,381.0,0.0,22778.0,7.142,6.978,1.192,12707.0,1.617,52795.0
2021,3,Jujuy,23554.0,60758.0,19926.0,2.952,3.968,111158.0,25.98,55.69,48.0,175.0,23884.0,16.417,37.755,561.0,29917.0,2.401,111158.0
2021,3,La Pampa,9015.0,57881.0,17817.0,14.479,1.295,100487.0,12.99,84.28,298.0,313.0,65063.0,7.395,8.737,4.023,10506.0,4.152,100487.0
2021,3,La Rioja,11329.0,54744.0,9444.0,6.613,30.0,82160.0,38.87,77.26,18.0,1.0,5366.0,5.979,23.315,4.868,42613.0,0.0,82160.0
2021,3,Mendoza,91474.0,71247.0,70579.0,21.811,828.0,255939.0,13.37,45.55,36.0,31.0,151871.0,12.64,62.628,7.596,21087.0,50.0,255939.0
2021,3,Misiones,43230.0,89469.0,10969.0,7.198,7.662,158528.0,30.88,45.57,51.0,5.0,41932.0,25.099,26.079,14.792,42291.0,8.279,158528.0
2021,3,Neuquén,29650.0,73794.0,16455.0,19.27,640.0,139809.0,38.34,69.71,112.0,327.0,57441.0,8.566,6.234,3.631,57919.0,5.579,139809.0
2021,3,Río Negro,47934.0,44519.0,18725.0,15.031,18.376,144585.0,25.4,61.97,125.0,557.0,68991.0,3.73,14.88,2.282,34011.0,20.009,144585.0
2021,3,Salta,49212.0,98318.0,36126.0,5.724,6.453,195833.0,31.21,55.96,101.0,20.0,41431.0,70.104,6.962,3.878,67010.0,6.327,195833.0
2021,3,San Juan,40072.0,12922.0,6670.0,11.372,8.447,79483.0,7.04,39.46,18.0,333.0,59873.0,752.0,13.25,338.0,278.0,4.641,79483.0
2021,3,San Luis,8417.0,11884.0,27.0,68.856,28.68,117864.0,21.7,79.87,60.0,0.0,11552.0,2.405,6.491,67.942,22.0,29.392,117864.0
2021,3,Santa Cruz,12347.0,22961.0,6328.0,4.269,3.071,48976.0,7.69,43.75,50.0,0.0,30561.0,8.365,6.799,1.788,678.0,735.0,48976.0
2021,3,Santa Fe,245929.0,443156.0,93412.0,43.447,15.64,841584.0,33.13,75.02,467.0,579.0,193207.0,201.25,83.941,55.08,290793.0,16.267,841584.0
2021,3,Santiago Del Estero,19939.0,85535.0,909.0,6.147,2.928,115458.0,13.35,47.0,123.0,909.0,32752.0,61.838,11.274,801.0,6863.0,898.0,115458.0
2021,3,Tierra Del Fuego,12853.0,36958.0,6.0,16.0,390.0,50223.0,9.52,94.95,17.0,0.0,23723.0,13.397,9.782,1.433,976.0,895.0,50223.0
2021,3,Tucumán,104489.0,53868.0,70964.0,2.408,743.0,232472.0,42.1,54.64,32.0,97.0,39446.0,50.293,21.986,5.3,115154.0,164.0,232472.0
2021,4,Buenos Aires,426325.0,2706506.0,1176024.0,126.887,73.415,4509157.0,60.21,75.66,37.821,11.026,352950.0,331.292,297.296,196.021,3259793.0,22.958,4509157.0
2021,4,Capital Federal,111360.0,1205128.0,60005.0,5.679,29.947,1412119.0,82.95,111.27,563.0,1.695,47133.0,81.899,66.135,66.755,1147939.0,0.0,1412119.0
2021,4,Catamarca,16385.0,13858.0,25100.0,1.512,2.235,59090.0,46.38,55.25,71.0,0.0,6038.0,7.855,9.804,3.262,29827.0,2.233,59090.0
2021,4,Chaco,35548.0,63145.0,34688.0,8.005,2.359,143745.0,42.34,44.05,461.0,112.0,18845.0,22.678,21.937,13.692,58435.0,7.585,143745.0
2021,4,Chubut,46361.0,57412.0,9655.0,28.041,18.839,160308.0,9.08,82.57,126.0,1.294,63698.0,39.568,31.175,5.78,2904.0,15.763,160308.0
2021,4,Corrientes,42523.0,71183.0,10138.0,6.778,5.29,135912.0,35.77,45.51,67.0,645.0,28830.0,26.368,22.922,10.087,39911.0,7.082,135912.0
2021,4,Córdoba,212011.0,487489.0,217214.0,61.277,8.779,986770.0,46.36,84.51,100.0,2.479,184548.0,130.892,76.246,41.198,538700.0,12.607,986770.0
2021,4,Entre Ríos,70459.0,133387.0,23452.0,25.022,12.726,265046.0,33.32,63.16,107.0,3.024,56043.0,49.636,38.295,24.068,77290.0,16.583,265046.0
2021,4,Formosa,17211.0,15111.0,5151.0,16.018,172.0,53663.0,28.76,34.45,84.0,0.0,22908.0,6.983,6.811,1.135,13775.0,1.967,53663.0
2021,4,Jujuy,22330.0,60511.0,24156.0,2.927,3.991,113915.0,27.14,56.92,58.0,175.0,22446.0,16.793,38.134,564.0,33421.0,2.324,113915.0
2021,4,La Pampa,8175.0,58000.0,20192.0,19.286,1.354,107007.0,13.85,89.57,301.0,493.0,64840.0,9.082,12.259,4.821,12184.0,3.027,107007.0
2021,4,La Rioja,10387.0,56651.0,9446.0,6.613,31.0,83128.0,39.7,77.92,18.0,1.0,5018.0,5.437,23.559,5.671,43424.0,0.0,83128.0
2021,4,Mendoza,59842.0,71553.0,109667.0,24.666,1.859,267587.0,22.23,47.51,156.0,1.463,66428.0,30.308,75.214,18.621,75031.0,366.0,267587.0
2021,4,Misiones,41778.0,92068.0,22035.0,7.649,7.602,171132.0,38.9,49.06,51.0,5.0,41916.0,23.554,26.721,15.954,54596.0,8.335,171132.0
2021,4,Neuquén,29175.0,72761.0,23253.0,21.531,746.0,147466.0,40.09,73.3,140.0,940.0,42313.0,13.264,10.515,3.31,69217.0,7.767,147466.0
2021,4,Río Negro,42037.0,44495.0,32212.0,16.558,18.451,153753.0,27.2,65.69,156.0,1.174,38373.0,19.878,31.255,4.13,36142.0,22.645,153753.0
2021,4,Salta,46972.0,99808.0,39555.0,5.882,7.188,199405.0,33.94,56.81,114.0,20.0,40673.0,69.324,6.642,3.535,72622.0,6.475,199405.0
2021,4,San Juan,35868.0,13102.0,11072.0,11.423,8.493,79958.0,11.05,39.59,44.0,1.442,28906.0,10.955,23.978,398.0,9800.0,4.435,79958.0
2021,4,San Luis,8472.0,11064.0,30.0,70.56,28.723,118849.0,20.91,80.3,62.0,264.0,8550.0,4.276,9.107,67.363,9.0,29.218,118849.0
2021,4,Santa Cruz,10790.0,22902.0,10031.0,4.346,417.0,48486.0,8.99,43.05,52.0,297.0,20305.0,11.641,13.054,1.77,876.0,491.0,48486.0
2021,4,Santa Fe,233427.0,444373.0,128856.0,43.556,16.229,866441.0,36.02,77.09,467.0,581.0,169706.0,206.856,85.69,62.349,322015.0,18.777,866441.0
2021,4,Santiago Del Estero,19032.0,86563.0,1088.0,6.256,2.922,115861.0,13.84,47.05,178.0,909.0,31915.0,61.524,12.205,800.0,7537.0,793.0,115861.0
2021,4,Tierra Del Fuego,13317.0,38148.0,426.0,124.0,342.0,52357.0,10.7,98.4,26.0,385.0,13505.0,16.534,16.562,1.748,1017.0,2.58,52357.0
2021,4,Tucumán,97830.0,59022.0,78790.0,2.511,486.0,238639.0,45.15,55.93,39.0,97.0,37321.0,48.736,21.023,5.326,125857.0,240.0,238639.0
2022,1,Buenos Aires,392045.0,2728865.0,1242121.0,125.521,66.872,4555424.0,62.51,76.08,31.591,30.056,313382.0,321.756,290.127,161.183,3381049.0,26.28,4555424.0
2022,1,Capital Federal,102290.0,1217225.0,62308.0,5.784,29.934,1417541.0,88.22,111.8,527.0,5.575,39918.0,77.39,61.053,43.289,1188072.0,1.717,1417541.0
2022,1,Catamarca,14181.0,15517.0,29118.0,1.328,2.234,62378.0,51.22,58.21,71.0,456.0,4386.0,7.009,8.773,3.761,35715.0,2.207,62378.0
2022,1,Chaco,32391.0,64546.0,36662.0,8.164,2.356,144119.0,45.84,44.06,461.0,1.099,16888.0,21.235,20.898,13.012,62946.0,7.58,144119.0
2022,1,Chubut,44133.0,66667.0,9184.0,30.592,21.052,171628.0,13.4,88.05,113.0,1.677,61369.0,31.856,33.08,13.871,14055.0,15.607,171628.0
2022,1,Corrientes,40462.0,79093.0,10875.0,6.774,5.374,142578.0,38.11,47.64,67.0,4.029,24563.0,25.665,27.077,10.452,43631.0,7.094,142578.0
2022,1,Córdoba,195610.0,501799.0,235838.0,60.843,9.713,1003803.0,49.89,85.76,100.0,12.782,165922.0,126.009,73.967,34.892,577027.0,13.104,1003803.0
2022,1,Entre Ríos,67159.0,138986.0,23091.0,26.098,12.592,267926.0,35.59,63.7,107.0,5.745,50075.0,49.62,42.294,21.578,81757.0,16.75,267926.0
2022,1,Formosa,16397.0,15927.0,5146.0,16.876,202.0,54548.0,30.28,34.96,97.0,448.0,24113.0,6.945,6.613,716.0,15028.0,588.0,54548.0
2022,1,Jujuy,21307.0,60616.0,25949.0,4.662,3.975,116509.0,27.69,58.06,58.0,1.761,22141.0,16.321,37.923,576.0,35287.0,2.442,116509.0
2022,1,La Pampa,8003.0,58978.0,21739.0,19.903,1.109,109732.0,14.84,91.66,301.0,2.223,62812.0,9.869,12.044,5.25,14400.0,2.833,109732.0
2022,1,La Rioja,9103.0,59228.0,9546.0,6.395,31.0,84303.0,41.37,78.77,18.0,778.0,3576.0,4.692,23.624,5.645,45970.0,0.0,84303.0
2022,1,Mendoza,49464.0,74145.0,123228.0,26.969,1.379,275185.0,26.2,48.74,114.0,3.355,51230.0,26.407,74.178,21.566,95048.0,3.287,275185.0
2022,1,Misiones,39147.0,91752.0,25178.0,7.807,7.624,171508.0,41.87,49.04,51.0,3.873,35655.0,22.261,26.855,15.854,58610.0,8.349,171508.0
